"movie_name","review_code","reviewer","review_date","num_eval","words_in_lexicon_helpfulness_and_review","ratio_helpful","raters","full_text","release_date","first_week_box_office","prob_helpful","prob_EXTP","prob_NEUT","prob_EXTN"
"(500) Days of Summer",207,"Turfseer","05/Feb/10",5,"about and are for his relationship summer that the tom",0.5,4," 500 Days of Summer attempts to dissect the rise and fall of a relationship between two young people who work together at a greeting card company. For most of the film, we're constantly shifting around at different points in time in the couples' relationship (the number of days that have passed in the relationship constantly appear to remind the viewer at which point in time we're looking at).The protagonist is Tom Hansen, played by the likable and handsome Joseph Gordon-Levitt. He meets Summer Finn (the quintessential Indie actor, Zooey Deschanel), a mercurial waif of sorts, who only wants to have a 'casual' relationship. Not only does Tom put Summer on a pedestal but the screenwriters do as well__we find out next to nothing about her except for the fact that she believes that Ringo was the greatest Beatle and she's willing to pattern some of her behavior in the bedroom based on a porno tape the couple has rented.In short, Tom is guilty of puppy dog love__and it's the examination of his obsession that we're forced to watch for about an hour and a half. One wonders what Tom sees in Summer but that doesn't really concern the film's scenarists. We're treated to a series of gimmicky 'fantasy' sequences that chronicle Tom's mood changes as his relationship with Summer begins to deteriorate.In the beginning, after he makes love to Summer for the first time, he's out on the streets, leading a huge crowd of people in song and dance, accompanied by a marching band. Then there are nods to the great film directors such as Fellini (Summer and Tom are now characters in their own version of 'La Dolce Vita') and Bergman (Tom becomes the brooding Knight in a takeoff on the famous playing chess with Death scene). As things get bad, a split screen displays Tom's expectations and 'reality', when the feuding lovebirds attend a party together. Finally, at his darkest moment, Tom morphs into a fading pencil drawn figure against an animated background.'Summer' aims at some comic relief as the Greeting Card company that Tom and Summer work at are populated with quirky characters who always are trying to come up with new pithy sayings for the wacky greeting cards they're attempting to compose. Also in the mix are Tom's two best friends who appear to have less than stellar love lives. Perhaps the least humorous of the comic relief is Tom's younger sister, who occasionally pops up and offers obnoxious advice about dating etiquette.Tom eventually overcomes his depression over losing Summer by quitting his job at the greeting card company and going on job interviews at architectural firms, where he seeks to pursue his life-long job working at a 'legitimate' job as an architect. As for Summer, Tom is confused by her sudden decision not to pursue 'casual' relationships anymore, and get married.'500 Days' has a very nice look to it and its witty pop culture reference will keep your interest. But in the end, it has little to offer in terms of appealing to the intellect. Do we really care about Summer, a cipher of a character who's put on a pedestal ? And what's so captivating about Tom's obsession and decline into depression? If you're looking for escapist entertainment to pass some time, '500 Days' fits the bill. But ultimately, I doubt that this film will be remembered in the coming years as a romantic comedy classic, or even remembered at all. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",208,"chachination","06/Jan/10",5,"ãs and are but clich have movie that the was",0.5,4," I think there are some good things about this movie__ unfortunately the aspect I was most interested in seeing was the most disappointing part of it. This movie would have been more successful to me if it didn't contain all the ""indie"" clich Ùs__ and by clich Ùs, they are seriously clich Ùs. A Date to Ikea? (Hello Pavement song, and just sort of a hipsteresque concept, I guess.. they're Swedish meatballs are great and their furniture is angular and cheap).. nowadays Ikea could have been Target as well. Singing the Pixies at a karaoke bar? __ yup! Smiths obsession? Check! All of these things can seem sort of dated to some and not very universal to many others. However, it's so deliberately geared towards hipsters__ it should have taken place in Portland! The story concept I kind of liked__ many of us know the frustration of being in love with someone in a ""Friends with Benefits"" type situation and I had never seen that portrayed so well in a film. Also the sequencing of the movie itself was pretty cool, however I just wish they'd played down the indie cred stuff. It was way too over the top and clich Ù. The dancing scene, however, is hilarious__ because it's so clich Ù and I get that! And very out of place since that's the only scene in the entire movie that has an ounce of camp to it. It's waaaaay better than Flakes, but that's not saying much. I really want to like Zoey Daschnel but it seems to me she always finds herself in movies that play up the whole indie thing to the point cheeseyness, but not cheesy enough to be funny. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",209,"insomniac_rod","19/Dec/09",10,"all and its more movie summer that the time tom",0.5,4," I can't describe how much I enjoyed this movie. It's the perfect story adapted to the new millennium exigences that truly displays the reality in relationships.The movie delivers great quotes for all tastes. The sense of humor is also available for everyone. We get intense dialog dealing with relationships, commitment, labor life, and more. The narrative is pretty original and is very detailed to the point that you get to know the main characters quickly.The truth is that ""500 Days of Summer"" expresses brilliantly the truth about romantic relationships and dealing with breaking up. It's a real and funny manner to display some situations and words that sometimes are difficult to express.Some memorable scenes include a musical number by Tom, the heart breaking last conversation between Summer and Tom, their train travel, Summer's party, the Autumn scene, Tom remembering the ups and cons of Summer, the karaoke moments, and more. This is a very complete film in all the sense of the word. It's the romantic comedy by excellence of the new millennium.The acting is pure brilliance. Zooey Deschanel's performance is dynamic, fresh, sexy, colorful, and intense. She adds a bit of indie to her acting and I enjoyed it all the time. Plus she's just extremely beautiful to be true. I love her. Joseph Gordon Levitt steals the show. The guy is funny, and knows how to perform when he has to demonstrate pain, happiness, and more situations. The supporting cast is perfect and does it's work pretty well.The Direction by Mark Webb is simply stunning. The man makes the movie look dynamic and stylish at the same time. It has a feeling of indie through all the time. The Art Direction is simply great! I loved every bit of the use of colors on important scenes. Everything looks taken out from a book! ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",210,"mavnick-1","13/Aug/09",7,"annie film for from hall manhattan nice seen the think",0.5,4," Watching this film reminded me that I had seen it before, like 20 + years ago. Then it was called Annie Hall meets Manhattan. Nicely updated though for the X-generation. Kudos for the Hall and Oates dance seen. I think overall they did a nice job on the film. But the similarities to Woody's work were too many to overlook. I would be curious if there are any other Woody fans who think the same. The friends counseling the main character, from Annie Hall. The addressing the audience, also from Annie Hall. The scene of them sitting on the park bench, from Manhattan. The ending from Annie Hall. Nice dialog throughout. Great soundtrack. ","7/17/09","1,373,754",0.531508308106552,0.0709794356154984,0.0805268490074565,0.848493715377045
"(500) Days of Summer",211,"The_Amazing_Spy_Rises","06/Aug/09",10,"about and but film its movie that the this with",0.5,4," ""This is not a love story. This is a story about love."" The following quote is too true about this film, and is the perfect description of it. ""500 Days Of Summer"" is a wonderful tale about love, loss, heartbreak, and dealing with those emotions. The story is beautifully told through one of the most original and captivating scripts of the year, and carried by the phenomenal breakout performance of Joseph Gordon-Levitt. I don't really think I've ever seen a movie, or an actor, capture the emotions as well as this movie and its star do.There's no question that this film is the breakout indie comedy of 2009, like ""In Bruges"", ""Little Miss Sunshine"", ""Juno"", and ""Sideways"" before it. But the question is, why is it that movie? Like those movies listed above, ""500 Days Of Summer"" is so realistic and true in its approach that it never feels redundant or clich Ùd, despite being in the most formulaic and clich Ùd genre of film. Whether its approach be comedic, tragic, or just all out absurd (wait for the musical number!), ""500 Days Of Summer"" hits every note with perfection, whether or not the audience will like what they see.There are those who simply know Joseph Gordon-Levitt as the kid from ""Angels In the Outfield"" or ""3rd Rock From the Sun"", but from now on, this will be what he's remembered for until he tops this (which, with his talent, is definitely going to happen). Gordon-Levitt's tactful and emotional take showed me something I rarely see: the ability to connect with each audience member on a personal level. It's one of the most emotionally stirring performance I've seen in many years. Throughout the film, I knew I was watching some of the best acting of the year because I not only recognized similar events that occur throughout Tom's relationship with Summer, but I remember feeling exactly what Gordon-Levitt portrays on screen. He really is a gem of an actor that should be watched for years to come (this is of course, something I've been saying for years, (but no one seemed to listen). An Oscar nomination is not out of the question here.I don't know if it was just me and my date, but Zooey Deschanel's performance, while good, seemed more like the script being tailor made to her abilities as an actress. In short, her performance was enjoyable, and at times adorable, but I've seen her do the same thing in almost every role she's played, especially in ""Elf"" and ""Yes Man"" (in fact, her take on Summer is nearly identical to her performance in ""Yes Man""). I just don't think I'm as enamored with her as everyone else, but in no way does she detract from the film at all.Perhaps the only romantic comedy clich Ù that is present here is the strength of the supporting cast, who I loved. I couldn't get enough of Geoffrey Arend as Tom's friend McKenzie, as he delivers some of the movie's funniest moments (and trust me, there are plenty, especially in the beginning and middle). Clark Gregg hits all the right notes, while Chloe Moretz is the sometimes hilariously great voice of reason that is Tom's little sister. Cameos from Minka Kelly and Ian Reed Kesler are also very well done.If I had to pick out some problems, which would be nitpicking, I'd say that the movie is really short. With a story that literally encompasses 500 days (which are conveniently all in the same season...well, I guess that's Los Angeles for you), you'd think they'd need a little more time to cover it, as the film runs under 2 hours even with previews. I also didn't necessarily like a turn the script took later in the film, but it made sense and worked in the end, so it's really a non-issue.Back to the things I liked about this one. There's a great amount of laughter and smiles in this movie, despite it taking a very serious tone towards the end. My face hurt from smiling so much. I also really loved the music, whether it was the composed music or the songs used throughout. This is a very stylish movie that, like ""Juno"" and ""Garden State"" before it, should spawn a bit of a mini-cult of people emulating the style (I know I want Tom's wardrobe). It's a good natured movie that will bring out your emotions and make you think about love in general, and how you've experienced it. It really is a crowd pleaser at its core, even if it's not a typical crowd pleaser.A question a lot of people might have is, ""is this a good date movie?"". The answer is yes, but only if that date is someone you genuinely care about and/or - shocker here - love. It's not something you want to take someone to unless you know them well enough to see a movie like this, because...remember, it's not a love story, it's a story about love. In fact, it may be the best romance film I've seen in many years. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",212,"jamiemdehn","30/Jul/09",10,"all and boy girl just love movie that the they",0.5,4," I love this movie for so many reasons. Where do I begin, and I'll try to keep it short...First, the characters. They are just so funny and adorable. You can't help but fall in love with them (especially Joseph Gordon-Levitt, all grown up and totally swoon worthy! Wonder if he likes tall brunettes? ha ha). They are just characters that you can totally relate to in one way or another. They do normal things like go to Ikea, it's not over the top romantic cheese ball story like all of the others that have come out in recent years. It actually has story lines that mimic real life events. I must say, Tom (Joseph) stole the show! And Summer (Zoe), like always, just plain adorable. In my personal opinion, the best style in Hollywood right now! Second. I love the way that this movie jumps around. It doesn't get boring at all, it is a constant look back and forward in the many stages of this ""relationship"" between the two main characters. It's just refreshing to have a movie that isn't the typical boy meets girl, boy dates girl, boy looses girl, boy gets girl back, happy ending, roll credits. It went from sad to happy, to funny to all of the in between emotions that come with a budding relationship. And in the end, even though things don't turn out how they normally do in the typical Hollywood movie, it was a fantastic ending to a real life look into the world of dating, falling in love and getting your heart broken. Third. I'm going to buy it the first day it comes out on DVD! ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",213,"wwjld","20/Jul/09",10,"all also and but days had its moments movie the",0.5,4," (500) Days of Summer had its happy moments, a ton of them. It also had its sad moments. But overall, i call it a masterpiece. It had an amazing script, one of the best movie soundtracks, and a great cast. All the roles are well played and not over acted. It was perfect, and couldn't get any better! In addition to all the romance, (500) Days of Summer also had its hilarious, laugh out loud moments. Sure the movie is a little hard to come across, because of it release in selected theaters, but I hunted it down, drove an hour to watch it, and absolutely and completely loved it and found the trouble worth it. I suggest you watch this movie, you won't regret it! ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",214,"Jackpollins","19/Jul/09",9,"and are day few love not summer that the they",0.5,4," As I dig into every romantic comedy ever made, I have picked out very few that are like 500 Days Of Summer. Few are like 500 Days Of Summer in few are actually good. The story is structured perfectly, going back from day 150 to day 7 too day 200 to day 3. The story starts off with greeting card writer Tom (Joseph Gordon-Levitt, handing in an excellent performance). He believes that he will not be happy until he falls in love with his soul mate. But when Summer (Zooey Deschanel, also handing in an excellent performance) becomes the new assistant to his boss, he automatically falls for her. The only problem is that Summer does not believe in love. But in one instance, they fall in love. The difference between this romance and about 95% of the romances in other rom-coms is that this romance did not happen in the snap of a finger. They actually take their time to show how they fell in love. The supporting players such as comedian Geoffrey Arend as Tom's friend and co-worker, McKenzie, and Matthew Gray Gubler (he plays Dr. Spencer Reid on TV's Criminal Minds) as Tom's friend Paul add to the laughs and the delight. Although not quite groundbreaking, it's one of the best films of the year so far, and I highly recommend you go see it. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",215,"jaredmobarak","08/Jul/09",9,"all and are for just life that the they you",0.5,4," This is a story of boy meets girl and it most definitely is not a love story __ in the strictest sense of the word at least. Love is a major factor in (500) Days of Summer; just not in the way you may anticipate, thinking the film a romantic comedy. Instead, the tale shows us how love, or the lack therefore, can effect two young souls, lost and alone in the world. When Tom meets Summer his life is turned around to sunshine and rainbows__a full dance number, complete with Disney-fied bluebird, expresses this fact. What he doesn't know that first day is that when she tells him she isn't looking for anything serious, she means it. Tom's journey to salvation or damnation is one through the rough and tumble world of love and he is its punching bag. But one must realize that all things happen for a reason, we all need to find that love-struck puppy to show us it exists as more than a dream and we all need to find that cynical non-believer to help build up the skin and realize life isn't perfect.Tom's younger sister Rachel, played wonderfully by Chloe Moretz, is the voice of reason on all things relationship. She says the one thing that all people involved in a breakup need to hear. It wasn't always good; you can't remember the one that got away in love-rimmed glasses. You need to look again and see the bad, see the ways in which he or she let you down and realize that it wasn't meant to be. Maybe they left because what you felt wasn't in their heart and, truthfully, that is a good thing. You don't want to be in a relationship built on lies; sometimes you just aren't meant to be together. So many lines in this film resonate as nuggets of wisdom so true, yet ignored when it is you those words are trying to hit. Tom asks Summer what went wrong with all her previous boyfriends and she responds with, ""What always happens? Life"". It isn't always written in stone, nor is anything permanent. Each one of us needs to work as hard as he can to keep a relationship alive because love is not always enough. But when you find that person you are meant to be with, ""you'll just know"". You'll see that thing that you could not find in the ones before.That's enough of the pain for now, though. Despite this being a story about heartbreak and the love that caused it and that which heals it, there are a lot of laughs to go with the serious drama. What makes that drama hit so hard is not only the fact that the emotions are all laid out raw and unfiltered, but also because of the levity used to temper it all. The tone is set very early as the film begins with a disclaimer cautioning that any resemblances to real life are merely coincidental __ even for the girl on whom Summer is based. This little touch, showing the audience how personal the tale is to the writers adds one more layer to its everyman disposition. We are experiencing something we have all seen in real life, whether to us or someone close__the pain of rejection, the confusion of utopia's demise. The humor is offbeat throughout and adds just the right amount of indie flair to make it endearing. How else could a full dance number work in the middle of a non-linear narrative about a breakup so devastating our lead spends almost half his 500 days without the girl, just reminiscing on what they had__or what he thought they had? And don't forget Geoffrey Arend's physical comedy, stealing scenes and standing out just as he did in Supertroopers and Garden State.However, it is watching Joseph Gordon-Levitt and Zooey Deschanel interact as Tom and Summer that is amazing. The chemistry is there, something Gordon-Levitt said was easy due to the fact he listened to her album with M.Ward__making up the duo She and Him__each morning. Having been love interests in the fantastic film Manic, although under very different circumstances in that heavy drama, surely helped too. Their rapport is honest and relatable; watching them have fun in Ikea, making it their own personal playhouse, is great. Comedic timing precise and possibly ad-libbed, lines like ""honey, don't look now but a Chinese family is in our bathroom"" land direct hits. But those moments aren't only utilized for laughs; they also show the symmetry of life by using the line as an example of bliss for day 38, but also of distance and disinterest come day 191. Life definitely happens to this couple, making them stronger even if a year of pain and weakness is necessary to acquire that strength.Told out of order, we experience the 500 days of the title just as the writers want us to. Days are coupled to mirror each other for greater emotive force, they are shown in sequence quickly as a humorous device expressing days spent in bed depressed, and they are paired to prove how fickle dating is as one day Tom is in love and the next they are through, even though they never were a they to that point. Kudos to director Marc Webb for going all out: getting stellar performances from his cast and infusing unique style, a rockin' soundtrack, and even moments of animated sketches. Rarely can you put life in all its glorious blemishes and bruises on screen without the need to tack on a happy ending or contrived moment of explanation, sometimes there aren't any. But this is a story about a boy and girl who went through adolescence listening to sad, melancholy Brit-pop. We're lucky these kids aren't Goths as a result, just two souls looking for answers, unsure if the other can supply them. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",216,"iheart_ny","26/May/10",10,"about and but its love movie one story that the",0.5,6," this is probably one of the most realistic love stories i have ever seen. first off, you can't help but love zooey deschanel in anything she does. especially in this movie, where she plays summer finn, a realistic woman who doesn't believe in love, who thinks believing in love is like believing in santa claus. and then there's her better half, tom hensen, who never thought he would meet ""the one"" until summer came along. and the movie jumps from day one of their relationship, to the end of it. you get the idea how the movie is going to end when you walk into it, with the narrator (who sounds like freaking james earl jones for chrissake) tells you that what you're about to see isn't a love story, but a story about love. same thing? i think not. the movie is essentially about unrequited love. it's about the missed opportunities. the things that don't work out. it's a comedy, but it covers all of these depressing topics. and that's what i like most about it. as described best in the showtime series weeds, a story can be intensely dramatic and depressing, but have inexplicably hilarious moments that coincide better than you would imagine. it's a movie that's both emotionally devastating and hopeful. it reminds me of something of a cross between the movies eternal sunshine of the spotless mind and garden state. it's a rare film that displays completely fabulous acting, and it's not just your average love story. it doesn't have a beginning and an ending. it jumps in an indistinct order between the five hundred days of their relationship. and when their relationship is in its heyday, there's a choreographed dance sequence, not unlike the scene in the 2007 film enchanted. and it shows events in an incredibly depressing, but completely true-to-life way, where there's a split screen, one side, what's really happening in that moment, and the other side, what the character tom wanted to happen. and when we're in love, we find ourselves doing things like this. so what can i say about this movie? everything is fantastic, the acting (especially the beautiful zooey deschanel), the writing, and the way the story is told, it's one of the best movies i've seen in 2009. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",217,"Roland E. Zwick (magneteach@aol.com)","10/Jan/10",7,"and any chronology days for not summer that the with",0.5,6," ""(500) Days of Summer"" is not the first movie to tell a love story using an unorthodox chronology - with ""Two For the Road,"" ""Betrayal"" and ""Eternal Sunshine of the Spotless Mind"" having done brilliant trailblazing work in this area long ago. Yet, while ""Summer"" is not quite in the same league with those three earlier masterpieces, it's certainly miles above the formulaic nonsense that too often passes for romantic comedy these days.Joseph Gordon-Levitt, who in ""Mysterious Skin"" delivered one of the truly searing dramatic performances of recent times, here displays a similar adeptness at light comedy playing Tom Hansen, a greeting-card writer who falls head-over-heels in love with Summer Finn (the adorable Zooey Deschanel), a newly-hired assistant in the office.While Tom is dead-set on having a meaningful, permanent relationship, Summer feels no compulsion to throw herself into any kind of long-term commitment, determined to savor the freedom that comes with being attractive and unattached in a buzzing metropolis like Los Angeles.Rather than following a strictly linear chronology, the screenplay by Scott Neustadter and Mark H. Weber freely jumps around in time, a technique that allows us to observe the various stages of the couple's courtship simultaneously. But fear not, for the writers are careful to identify, through numbered title cards, which of the 500 days any particular scene is taking place on so the audience doesn't become disoriented. This ""dramatic irony"" approach of letting us in on where the relationship will eventually wind up - beyond what even the characters themselves know at the time - adds an additional layer of poignancy to the romance.Astutely directed by Marc Webb, ""(500) Days of Summer"" is marked by smart writing, perceptive storytelling, charming performances, occasional flights of fancy and a rich attention to detail. And there's a scene on a park bench near the end of the movie that is absolutely heartbreaking.A quick FYI: for a far more somber version of pretty much the same story, check out the equally fine ""The Hottest State"" by Ethan Hawke. Together, these two films would make for an interesting double-bill. ","7/17/09","1,373,754",0.575975263880878,0.297765007421649,0.297765007421649,0.404469985156702
"(500) Days of Summer",218,"krzysiektom","31/Oct/09",10,"and are gorgeous little not one that the too was",0.5,6," This is one great little movie. It exceeded my expectations and I could feel that the entire room was moved and intrigued as well. It is superbly written, directed and acted. And the soundtrack is awesome too. It is not really a comedy at all. Very highly recommended, though I am not sure if with your partner - only if you are sure one of another!:) The Zoey Deschanel is one fascinating young actress, charming and one of a kind, with gorgeous eyes and sparkling intelligence. One little detail in the script that I found a tad too much was the fact the girl at the end is called Autumn. That was too unlikely and smacked of a too-cute-too be true finale. Besides, she is drop dead gorgeous and also into our hero, what are the odds of that in real life? But apart from that overly optimistic bit the script is excellent, fresh, witty, smart or even profound. ","7/17/09","1,373,754",0.5,0.289230177402179,0.289230177402179,0.421539645195642
"(500) Days of Summer",219,"michaelzstuff","14/Sep/09",10,"all and film have out that the this was you",0.5,6," I came in the theater with no expectations and I have to admit that when I walked out, I was totally blown away by this movie; it was a sensational film!I'm a film maker so I can appreciate a film from many different viewpoints such as editing, photography, directing, etc, and this was a dream team that all came together to make the most unusual and wonderful rom-com that I have ever seen. The D.P. was incredible, the directing was ingenious, the editing was superb. I just don't have enough superlatives for this film. This was truly movie-making at its best.And we haven't even talked about the actors. They were all excellent, but especially Zoey. Wow, she just stood out. This was her shining moment. If she doesn't get some kind of award for her acting, I would be very surprised. If you haven't seen this movie, go out and see it and if you don't think this is creativity at its best, email me and I'll buy you dinner. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",220,"jotix100","16/Aug/09",7,"and for love more not one summer the tom who",0.5,6," Love and romance sometimes don't turn the way one had hoped for. Tom Hansen, the young man at the center of the story warns us from the start this is not ""a love story"". His relationship with the beautiful Summer Finn, who is an assistant to his boss at a greeting card company, is told in not linear fashion, perhaps to make the viewer concentrate in the nuances of their romance.Summer is a free spirited soul not into conventions. Tom is a more serious person, more grounded. The attraction between them is real, as we witness them at their happiest moments, or at other periods where they have disagreements. Summer, who obviously likes Tom, is the one that makes the initial contact after seeing him around the office. As it turns out, they both love the same kind of music, The Smiths, which she sings badly. Her favorite Beatle is Ringo Starr.How could it be possible for these two not to stay together? Like in life, not everything is perfect, so Tom and Summer, who on the surface seemed to have found a common ground, end up going in different directions to our amazement.This sunny comedy directed by Marc Webb is one of the best reasons for escaping the summer heat to be in good company. Mr. Webb story works differently than many of this genre by presenting the material in a whimsical fashion and not falling into the pattern most other romances take to be on the safe side. Mr. Webb had a good screenplay by Scott Neustadter and Michael Weber who give the film a light touch for the viewer's enjoyment.The pairing of Joseph Gordon-Levitt, who usually can be seen in more serious work, and Zooey Deschanel, paid off well. Their chemistry as the lovers at the middle of this tale is amazing because each complements the other big time. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",221,"uefamily","04/Aug/09",9,"and been feels love movie that the this what you",0.5,6," I'm 60, so I've had some experiences and seen some movies, and I think that this is the first film (that my old brain still remembers)to truly depict what it feels like to be in love, particularly when the feelings are unequal! Despite the humor of many scenes, the emotions expressed were very realistic. The scene with the dancing, etc., in the park? Yes, that IS what it feels like! Fate or chance? I still don't know, and this movie doesn't give the answer, just poses the question. Why did his little sister give him the best advice ( that was a bit exaggerated...)? Perhaps because she has yet to be influences by those greeting cards and romantic movies! In any case, if you haven't been in love yet, go to see this movie to get an idea of what might be in store for you. If you have been in love, go to see this movie to laugh and nod, ""Yes, I know that feeling..."" ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",222,"awesumrossum","10/Jan/10",4,"guy have his movie never pants that thats the was",0.5,8," This movie wasn't terrible.But it was terribly boring.The box says that it is extremely funny. There were a couple of cute parts that made me giggle. But mostly it was a lot of sighing & shifting waiting for something interesting to happen.And the main guy (I already forget his name....) does have SAD SACK down pat - I guess that's good considering the way the movie goes...And who the heck dressed that guy - his pants never went past his ankles. OK, that's pretty low priority on movie reviewing, however, I have never seen a guy wear pants like that. No wonder she dumped him.Anyway, it was a very very forgettable movie. ","7/17/09","1,373,754",0.531508308106552,0.30590215502824,0.34704892248588,0.34704892248588
"(500) Days of Summer",223,"cultfilmfan","29/Aug/09",10,"about all also and film not summer that the they",0.5,8," 500 Days Of Summer is a new comedy drama that examines and probes deep into your normal average romantic films and gives us it's own look at relationships and why they do sometimes work and why sometimes they don't. Just briefly it is about a young man named Tom, who falls for his new co-worker Summer and while they begin to bond and become good friends, he wants a much more committed relationship, whereas she wants it to be casual and sometimes seems to be giving Tom the brush off, so to speak. With the help of his friends and little sister, Tom tries to put all the pieces together to win Summer over, but along the way he does discover a lot more about himself, her and how tricky relationships can be. 500 Days Of Summer is not your typical film about love and I am hoping that that fact will not put too many viewers off. If you were hoping to see a predictably happy and schmaltzy head over heels in love film, then you should probably check for a different film to see, or if you are a little more experimental than give this one a try. By the end of the film it reminded me a lot of some of my favourite Woody Allen relationship comedy dramas of the 70's like Annie Hall and Manhattan. They both offer up some of the most witty, human and realistic looks at love and relationships I have ever seen and both sets of films do so in a quirky and sometimes offbeat kind of way and also blends comedy into the mix to make things interesting. Even the character personalities of Tom and Summer reminded me of a lot of the male and female leads in those Woody Allen pictures as well. A lot of the times because of how real and believable they seemed and because they were actually smart and well spoken characters who knew what they were talking about and what they wanted. They can get a bit high strung and over analyze things at times, but I also enjoyed that perspective of the film as well because honestly speaking, which of us does not do that at all in any sort of a difficult situation? I also really liked Tom and Summer because while watching the film I felt like I got to know them better and it were like watching everyday average people and even with their quirks and sometimes stubbornness that at times drove them throughout the film, I still really liked these characters, flaws and all. Not to mention that Joseph Gordon Levitt and Zooey Deschanel who play these characters do a fantastic job. I also must mention the low key yet interesting direction of the film's director and the brilliant dialogue and look at human nature and relationships that felt like the most honest film about said subject I have seen in awhile. All this may sound like a heavier and more depressing film, but it is anything but. At times it was very cheerful and always left the door for the characters open to new possibilities and outcomes. Some of the humour in the film works quite well also, so it is not a depressing experience at all. I think if anything the film will offer couples who go to see it a lot to talk about. Not necessarily concerning ruining their relationships, but perhaps in some ways to make it better and discuss things about it that they normally might not have. For it's depth, insight and charm 500 Days Of Summer is a definite winner and one of the best films of the year. ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
"(500) Days of Summer",224,"Galina","11/Aug/09",9,"all and but days for his movie that the this",0.5,8," Finally, the day has arrived and I can happily say that I've lived to see something that I almost lost my hope to see - a truly original, clever, beautiful, creative, funny and moving, modern Romantic Comedy. I am happy to write these two words in capital letters. Nothing is new in this world. It is impossible to come up with the new plot about love or possibility of love, or expectation of love or losing it but it is possible to look at the old story with a fresh eye and make the movie as enchanting as 500 Days of Summer. The first time director Marc Webb has started on a very high note. His movie is charming (I know I use this word a lot but it describes 500 days perfectly). It combines many different techniques and succeeds adorably in following two leads and their 500 days of getting together and gradually drifting apart. It is rarely I see the movie which makes me smile from the beginning to the end. I felt like that big silly grin was glued to my face and I did not mind. It is nothing Webb did that I have not seen before - broken narrative,jumping back and forward in time, using the split screen technique (which makes the best scene in the film with many memorable scenes), inserting a musical number that seems to come from a Bollywood movie,changing the real world into animation. Yes, I've seen this all before but all together these tricks have mixed in something magical, delicately bitter-sweet and funny without being stupid, loud, vulgar, and pushy. The big part of the magic is with no doubt an undeniable palpable chemistry between two leads, both known for their previous performances in the independent movies. Zooey Deschanel (Summer) was the best part of All the Real Girls (2003). As for Joseph Gordon-Levitt (Tom), I believe he is becoming one of the best actors of his generation. Few years ago I wrote about his performance in George Araki's Mysterious Skin, ""Joseph Gordon-Levitt, is simply the shining star of the film and I'll make sure from now on to check out all his new movies"". I am glad that I check this movie. It has generated a lot of positive reviews, and it deserves them. Time will tell but I think 500 Days of Summer may become Annie Hall for the modern time. Yes, I believe it is that good. There were few things that I did not like very much, for example a clich Ùd smart-alecky rather annoying character of pre-teen sister of Tom. But the entire movie is so good that I don't want to nit-pick and I recommend it highly.P.S. Wherever you are, Jenny Beckman, I want to thank you for having inspired this movie. 9.5/10 ","7/17/09","1,373,754",0.5,0.333333333333333,0.333333333333333,0.333333333333333
